date,store,product,category,quantity_sold,price_per_unit,discount_applied,total_sales,returned
2023-08-25,San Diego,Pandesal,Dry Goods,4,3.15,0.47,12.6,0
2023-02-15,Las Vegas,Chippy,Snacks,2,7.19,0.0,14.38,0
2023-07-03,Las Vegas,Longganisa,Frozen Goods,3,13.2,0.0,39.6,0
2023-10-12,Cerritos,Soy Sauce,Condiments,3,12.28,0.0,36.84,0
2023-03-02,Las Vegas,Tocino,Frozen Goods,3,6.22,0.0,18.66,0
2023-07-10,Las Vegas,Banana Ketchup,Condiments,5,4.67,0.0,23.35,0
2023-05-19,Cerritos,Rice,Dry Goods,6,5.28,0.26,31.68,0
2023-07-15,Cerritos,SkyFlakes,Snacks,3,8.24,0.82,24.72,1
2023-03-12,Cerritos,Tocino,Frozen Goods,1,2.82,0.0,2.82,0
2023-05-03,Las Vegas,SkyFlakes,Snacks,5,2.24,0.0,11.2,0
2023-06-09,Cerritos,Rice,Dry Goods,6,4.26,0.0,25.56,0
2023-12-16,Cerritos,Soy Sauce,Condiments,3,13.63,0.0,40.89,0
2023-04-11,Las Vegas,Soy Sauce,Condiments,2,4.09,0.0,8.18,0
2023-03-19,Cerritos,Pandesal,Dry Goods,4,11.24,0.56,44.96,0
2023-07-15,Cerritos,Soy Sauce,Condiments,4,7.13,0.71,28.52,0
2023-02-20,San Diego,Dried Fish,Dry Goods,6,9.26,0.0,55.56,0
2023-07-23,Cerritos,Ube Ice Cream,Frozen Goods,3,2.94,0.29,8.82,0
2023-12-16,Cerritos,Tocino,Frozen Goods,3,5.62,0.0,16.86,0
2023-05-16,Las Vegas,SkyFlakes,Snacks,3,2.89,0.0,8.67,0
2023-01-13,Las Vegas,Soy Sauce,Condiments,4,11.07,0.0,44.28,0
2023-01-11,Cerritos,Longganisa,Frozen Goods,1,4.31,0.0,4.31,0
2023-12-03,San Diego,SkyFlakes,Snacks,2,1.16,0.0,2.32,0
2023-07-29,Las Vegas,Rice,Dry Goods,2,10.0,0.0,20.0,0
2023-04-06,Cerritos,Boy Bawang,Snacks,5,9.46,0.0,47.3,0
2023-02-03,Las Vegas,Bagoong,Condiments,4,9.51,0.0,38.04,0
2023-11-07,Cerritos,Banana Ketchup,Condiments,3,3.97,0.6,11.91,0
2023-11-11,San Diego,SkyFlakes,Snacks,4,8.71,0.0,34.84,0
2023-03-09,Las Vegas,Pandesal,Dry Goods,7,4.45,0.0,31.15,0
2023-02-22,Cerritos,SkyFlakes,Snacks,4,12.02,0.0,48.08,0
2023-05-21,San Diego,Soy Sauce,Condiments,5,8.4,0.0,42.0,0
2023-09-24,San Diego,SkyFlakes,Snacks,8,8.08,1.21,64.64,0
2023-12-15,San Diego,Chippy,Snacks,4,2.28,0.0,9.12,0
2023-06-09,San Diego,SkyFlakes,Snacks,2,6.0,0.0,12.0,0
2023-11-10,Las Vegas,Instant Noodles,Dry Goods,5,4.63,0.23,23.15,0
2023-06-29,San Diego,SkyFlakes,Snacks,3,6.4,0.0,19.2,0
2023-01-10,San Diego,Soy Sauce,Condiments,6,10.99,0.0,65.94,0
2023-10-08,Cerritos,Soy Sauce,Condiments,6,5.03,0.0,30.18,0
2023-01-26,San Diego,Ube Ice Cream,Frozen Goods,4,13.99,0.0,55.96,0
2023-12-18,Cerritos,Instant Noodles,Dry Goods,3,8.05,0.0,24.15,0
2023-01-21,Las Vegas,Soy Sauce,Condiments,1,13.6,0.0,13.6,0
2023-02-25,San Diego,Boy Bawang,Snacks,2,8.75,0.0,17.5,0
2023-09-22,Cerritos,Dried Fish,Dry Goods,2,4.85,0.0,9.7,0
2023-03-27,Cerritos,Bagoong,Condiments,0,4.39,0.0,0.0,0
2023-12-31,San Diego,Bagoong,Condiments,7,11.49,0.0,80.43,0
2023-02-18,San Diego,Boy Bawang,Snacks,5,3.69,0.0,18.45,0
2023-06-23,Cerritos,Longganisa,Frozen Goods,5,9.33,0.47,46.65,0
2023-07-23,Las Vegas,Dried Fish,Dry Goods,3,13.46,1.35,40.38,0
2023-04-16,Las Vegas,Ube Ice Cream,Frozen Goods,4,12.46,1.87,49.84,0
2023-11-28,San Diego,Tocino,Frozen Goods,1,9.68,1.45,9.68,0
2023-08-29,Las Vegas,Dried Fish,Dry Goods,1,2.2,0.0,2.2,0
2023-08-30,San Diego,Longganisa,Frozen Goods,1,14.35,0.0,14.35,0
2023-04-09,San Diego,Ube Ice Cream,Frozen Goods,9,13.32,0.0,119.88,0
2023-12-26,Cerritos,Frozen Lumpia,Frozen Goods,0,6.57,0.66,0.0,0
2023-08-17,Cerritos,Bagoong,Condiments,11,2.95,0.0,32.45,0
2023-10-30,Cerritos,Pandesal,Dry Goods,3,7.0,0.0,21.0,0
2023-10-18,Las Vegas,Chippy,Snacks,1,11.44,0.0,11.44,0
2023-06-13,San Diego,Boy Bawang,Snacks,2,1.32,0.0,2.64,0
2023-09-28,San Diego,Pandesal,Dry Goods,3,14.87,0.0,44.61,0
2023-01-17,San Diego,Vinegar,Condiments,0,6.72,0.0,0.0,0
2023-04-02,Las Vegas,Tocino,Frozen Goods,5,5.29,0.0,26.45,0
2023-09-19,San Diego,Ube Ice Cream,Frozen Goods,4,2.59,0.0,10.36,0
2023-08-28,Cerritos,Vinegar,Condiments,3,7.14,0.71,21.42,0
2023-09-06,Las Vegas,Polvoron,Snacks,3,15.0,0.0,45.0,0
2023-08-22,Las Vegas,Ube Ice Cream,Frozen Goods,5,1.95,0.0,9.75,0
2023-11-03,Cerritos,Polvoron,Snacks,3,1.4,0.0,4.2,0
2023-05-10,San Diego,Chippy,Snacks,5,13.66,0.0,68.3,0
2023-05-07,Las Vegas,Vinegar,Condiments,2,14.19,0.0,28.38,1
2023-03-29,Cerritos,Dried Fish,Dry Goods,1,9.13,0.0,9.13,0
2023-04-22,Cerritos,Boy Bawang,Snacks,3,13.62,0.0,40.86,0
2023-04-11,San Diego,Vinegar,Condiments,3,10.1,0.0,30.3,0
2023-03-27,Las Vegas,Longganisa,Frozen Goods,1,3.97,0.0,3.97,0
2023-12-04,Las Vegas,Longganisa,Frozen Goods,4,13.34,0.0,53.36,0
2023-06-11,San Diego,Frozen Lumpia,Frozen Goods,1,13.12,1.31,13.12,0
2023-12-28,San Diego,SkyFlakes,Snacks,4,7.02,0.0,28.08,0
2023-12-31,San Diego,Pandesal,Dry Goods,0,13.58,0.0,0.0,0
2023-08-30,Las Vegas,Tocino,Frozen Goods,1,4.63,0.0,4.63,0
2023-01-05,San Diego,Boy Bawang,Snacks,2,2.11,0.11,4.22,0
2023-09-13,Las Vegas,Banana Ketchup,Condiments,3,11.57,0.58,34.71,0
2023-02-09,Las Vegas,Chippy,Snacks,1,5.03,0.0,5.03,0
2023-08-11,Cerritos,Vinegar,Condiments,2,13.55,0.0,27.1,0
2023-12-27,San Diego,Frozen Lumpia,Frozen Goods,2,9.66,0.0,19.32,0
2023-05-24,Cerritos,Banana Ketchup,Condiments,5,10.88,0.0,54.4,0
2023-10-29,Cerritos,Soy Sauce,Condiments,0,10.91,0.0,0.0,0
2023-12-22,San Diego,SkyFlakes,Snacks,2,3.83,0.0,7.66,0
2023-04-23,Cerritos,Tocino,Frozen Goods,1,1.06,0.16,1.06,0
2023-03-23,San Diego,Longganisa,Frozen Goods,3,2.65,0.26,7.95,0
2023-03-27,Las Vegas,Chippy,Snacks,3,3.64,0.0,10.92,0
2023-01-08,Las Vegas,Boy Bawang,Snacks,1,3.33,0.0,3.33,0
2023-05-10,Cerritos,Banana Ketchup,Condiments,4,2.39,0.24,9.56,0
2023-08-08,San Diego,Longganisa,Frozen Goods,5,13.53,0.68,67.65,0
2023-02-19,San Diego,Soy Sauce,Condiments,0,12.19,0.0,0.0,0
2023-07-14,San Diego,SkyFlakes,Snacks,4,10.18,1.02,40.72,0
2023-03-09,Cerritos,Boy Bawang,Snacks,3,5.96,0.0,17.88,1
2023-12-02,Cerritos,Longganisa,Frozen Goods,4,6.04,0.0,24.16,0
2023-09-23,San Diego,Pandesal,Dry Goods,3,1.46,0.0,4.38,0
2023-07-30,San Diego,Soy Sauce,Condiments,6,9.93,0.0,59.58,0
2023-05-11,Las Vegas,SkyFlakes,Snacks,3,13.77,1.38,41.31,0
2023-12-20,San Diego,Soy Sauce,Condiments,3,3.65,0.0,10.95,0
2023-10-20,Las Vegas,Polvoron,Snacks,4,4.77,0.72,19.08,0
2023-03-18,Cerritos,Polvoron,Snacks,2,4.27,0.0,8.54,0
2023-11-08,Cerritos,Instant Noodles,Dry Goods,3,1.3,0.0,3.9,0
2023-11-17,Cerritos,Vinegar,Condiments,5,6.2,0.0,31.0,0
2023-01-09,Cerritos,Soy Sauce,Condiments,8,9.03,0.0,72.24,0
2023-11-27,San Diego,Ube Ice Cream,Frozen Goods,6,5.56,0.0,33.36,0
2023-01-19,San Diego,Tocino,Frozen Goods,0,5.72,0.57,0.0,0
2023-07-18,San Diego,Dried Fish,Dry Goods,6,11.44,0.0,68.64,0
2023-10-29,San Diego,Tocino,Frozen Goods,3,9.76,0.0,29.28,0
2023-01-05,Cerritos,Longganisa,Frozen Goods,4,8.04,0.0,32.16,0
2023-02-09,Cerritos,Rice,Dry Goods,2,5.65,0.0,11.3,0
2023-10-29,Cerritos,Banana Ketchup,Condiments,2,13.81,1.38,27.62,0
2023-02-23,San Diego,Soy Sauce,Condiments,0,8.52,0.0,0.0,1
2023-07-08,San Diego,SkyFlakes,Snacks,4,12.21,0.0,48.84,0
2023-09-08,Las Vegas,Longganisa,Frozen Goods,2,13.01,0.0,26.02,0
2023-03-29,San Diego,Boy Bawang,Snacks,3,3.04,0.3,9.12,0
2023-04-06,San Diego,Instant Noodles,Dry Goods,0,11.52,0.0,0.0,0
2023-03-25,San Diego,Banana Ketchup,Condiments,2,4.28,0.0,8.56,0
2023-03-27,Cerritos,Banana Ketchup,Condiments,2,6.71,0.0,13.42,0
2023-04-08,San Diego,Boy Bawang,Snacks,5,13.24,0.66,66.2,0
2023-03-24,Las Vegas,Ube Ice Cream,Frozen Goods,5,9.13,0.0,45.65,0
2023-09-26,San Diego,Rice,Dry Goods,6,3.25,0.32,19.5,0
2023-11-24,Las Vegas,Frozen Lumpia,Frozen Goods,3,6.34,0.95,19.02,0
2023-11-02,Cerritos,Longganisa,Frozen Goods,6,4.14,0.41,24.84,0
2023-06-15,Cerritos,Rice,Dry Goods,1,5.01,0.0,5.01,0
2023-09-05,San Diego,Longganisa,Frozen Goods,7,12.84,0.0,89.88,0
2023-01-03,Las Vegas,Chippy,Snacks,3,9.17,0.0,27.51,1
2023-12-15,Cerritos,Boy Bawang,Snacks,0,2.28,0.0,0.0,0
2023-02-23,Cerritos,Chippy,Snacks,5,1.81,0.18,9.05,0
2023-07-18,San Diego,Vinegar,Condiments,4,11.83,0.0,47.32,0
2023-02-10,San Diego,Longganisa,Frozen Goods,6,5.01,0.25,30.06,0
2023-08-14,Cerritos,Polvoron,Snacks,0,13.62,0.0,0.0,0
2023-05-29,Cerritos,Vinegar,Condiments,4,13.53,0.68,54.12,0
2023-01-31,Cerritos,SkyFlakes,Snacks,6,11.14,0.0,66.84,0
2023-10-01,Cerritos,Frozen Lumpia,Frozen Goods,3,5.09,0.0,15.27,0
2023-07-10,Cerritos,Pandesal,Dry Goods,1,8.14,0.0,8.14,0
2023-09-13,Las Vegas,Longganisa,Frozen Goods,3,10.54,1.05,31.62,0
2023-12-14,Las Vegas,Bagoong,Condiments,3,1.11,0.0,3.33,0
2023-03-01,Las Vegas,Bagoong,Condiments,3,7.22,0.0,21.66,0
2023-11-15,Las Vegas,Polvoron,Snacks,1,10.94,1.09,10.94,0
2023-12-24,Las Vegas,Chippy,Snacks,2,4.29,0.0,8.58,0
2023-01-16,Las Vegas,Dried Fish,Dry Goods,2,6.38,0.0,12.76,0
2023-11-03,Las Vegas,Pandesal,Dry Goods,3,1.34,0.0,4.02,0
2023-05-05,Cerritos,Ube Ice Cream,Frozen Goods,5,13.39,0.0,66.95,0
2023-03-20,Las Vegas,SkyFlakes,Snacks,1,14.66,0.0,14.66,0
2023-01-26,San Diego,Tocino,Frozen Goods,1,3.13,0.0,3.13,0
2023-03-23,Cerritos,Banana Ketchup,Condiments,2,10.04,1.51,20.08,0
2023-07-13,San Diego,Soy Sauce,Condiments,2,8.16,0.0,16.32,0
2023-03-10,San Diego,Frozen Lumpia,Frozen Goods,4,13.47,1.35,53.88,0
2023-10-09,Cerritos,Soy Sauce,Condiments,2,9.84,0.0,19.68,0
2023-06-04,Cerritos,Ube Ice Cream,Frozen Goods,0,12.26,1.23,0.0,0
2023-01-03,Las Vegas,Tocino,Frozen Goods,5,10.55,1.06,52.75,0
2023-03-24,Las Vegas,Boy Bawang,Snacks,4,6.06,0.3,24.24,0
2023-02-17,Cerritos,Instant Noodles,Dry Goods,5,5.82,0.58,29.1,0
2023-02-03,Cerritos,Vinegar,Condiments,4,13.97,0.0,55.88,0
2023-03-17,Cerritos,Tocino,Frozen Goods,2,9.55,0.0,19.1,0
2023-12-16,Las Vegas,SkyFlakes,Snacks,2,13.32,0.0,26.64,0
2023-09-06,Las Vegas,Chippy,Snacks,2,11.43,0.0,22.86,0
2023-06-12,Las Vegas,Longganisa,Frozen Goods,1,3.6,0.0,3.6,0
2023-07-18,Cerritos,SkyFlakes,Snacks,2,9.28,0.0,18.56,0
2023-01-18,Cerritos,Pandesal,Dry Goods,4,2.04,0.0,8.16,0
2023-02-15,Las Vegas,Boy Bawang,Snacks,4,11.3,1.13,45.2,0
2023-01-07,Cerritos,Dried Fish,Dry Goods,4,1.99,0.0,7.96,0
2023-09-22,Cerritos,Polvoron,Snacks,4,1.82,0.0,7.28,0
2023-06-19,Cerritos,SkyFlakes,Snacks,6,2.1,0.0,12.6,0
2023-10-04,Las Vegas,Ube Ice Cream,Frozen Goods,3,12.16,0.61,36.48,0
2023-08-21,San Diego,Longganisa,Frozen Goods,3,5.06,0.0,15.18,0
2023-07-05,Cerritos,Boy Bawang,Snacks,3,13.76,0.0,41.28,0
2023-09-30,Las Vegas,Polvoron,Snacks,2,6.68,0.0,13.36,0
2023-01-23,San Diego,Rice,Dry Goods,5,12.67,0.0,63.35,0
2023-01-16,Cerritos,Bagoong,Condiments,3,8.49,0.0,25.47,0
2023-07-28,San Diego,SkyFlakes,Snacks,4,1.05,0.0,4.2,0
2023-01-12,Las Vegas,Tocino,Frozen Goods,2,3.39,0.34,6.78,0
2023-04-29,San Diego,Pandesal,Dry Goods,4,10.74,0.0,42.96,0
2023-10-25,Las Vegas,Chippy,Snacks,5,8.04,0.0,40.2,0
2023-08-04,Cerritos,Rice,Dry Goods,2,1.92,0.0,3.84,0
2023-04-01,Cerritos,Vinegar,Condiments,4,9.41,0.0,37.64,0
2023-09-26,Cerritos,Frozen Lumpia,Frozen Goods,4,7.5,0.0,30.0,0
2023-10-15,Las Vegas,Chippy,Snacks,1,7.53,0.0,7.53,0
2023-04-12,San Diego,Ube Ice Cream,Frozen Goods,1,12.54,1.25,12.54,0
2023-07-03,San Diego,Dried Fish,Dry Goods,3,4.77,0.24,14.31,0
2023-10-19,Las Vegas,Longganisa,Frozen Goods,1,10.32,0.0,10.32,0
2023-02-16,San Diego,Ube Ice Cream,Frozen Goods,3,8.4,0.0,25.2,0
2023-05-06,Las Vegas,Chippy,Snacks,3,7.35,0.74,22.05,0
2023-04-12,Cerritos,Soy Sauce,Condiments,6,9.11,1.37,54.66,0
2023-07-16,San Diego,Pandesal,Dry Goods,3,11.01,1.65,33.03,0
2023-08-03,Cerritos,Vinegar,Condiments,2,6.52,0.0,13.04,0
2023-04-19,San Diego,Boy Bawang,Snacks,3,14.84,0.74,44.52,0
2023-12-20,San Diego,Tocino,Frozen Goods,3,2.3,0.0,6.9,0
2023-04-04,Las Vegas,Bagoong,Condiments,0,8.74,0.0,0.0,0
2023-03-17,San Diego,Vinegar,Condiments,2,2.62,0.0,5.24,0
2023-12-24,Cerritos,SkyFlakes,Snacks,1,12.32,0.62,12.32,0
2023-01-10,Las Vegas,Frozen Lumpia,Frozen Goods,3,7.81,0.0,23.43,0
2023-08-16,Cerritos,Polvoron,Snacks,2,9.52,0.0,19.04,0
2023-05-13,San Diego,Instant Noodles,Dry Goods,4,11.86,1.19,47.44,0
2023-03-19,San Diego,Vinegar,Condiments,5,10.41,0.0,52.05,0
2023-03-17,Las Vegas,Boy Bawang,Snacks,6,3.25,0.0,19.5,0
2023-03-17,San Diego,SkyFlakes,Snacks,6,1.62,0.0,9.72,0
2023-12-23,Cerritos,Rice,Dry Goods,0,5.28,0.0,0.0,0
2023-07-16,San Diego,Ube Ice Cream,Frozen Goods,1,4.83,0.24,4.83,0
2023-03-23,Cerritos,Longganisa,Frozen Goods,8,6.06,0.0,48.48,0
2023-05-12,San Diego,Instant Noodles,Dry Goods,2,5.98,0.0,11.96,0
2023-02-18,San Diego,Boy Bawang,Snacks,1,6.13,0.0,6.13,0
2023-07-14,Cerritos,Vinegar,Condiments,5,14.75,0.74,73.75,0
2023-03-23,Cerritos,Instant Noodles,Dry Goods,2,10.66,0.0,21.32,0
2023-01-24,Las Vegas,Pandesal,Dry Goods,4,4.04,0.0,16.16,0
2023-02-14,Cerritos,Soy Sauce,Condiments,1,7.05,0.0,7.05,0
2023-01-13,Las Vegas,Frozen Lumpia,Frozen Goods,3,10.94,0.0,32.82,0
2023-09-02,Cerritos,Tocino,Frozen Goods,4,5.75,0.0,23.0,0
2023-10-27,Cerritos,SkyFlakes,Snacks,1,9.31,1.4,9.31,0
2023-09-17,San Diego,Bagoong,Condiments,4,11.33,0.57,45.32,0
2023-08-24,San Diego,Rice,Dry Goods,3,2.29,0.0,6.87,0
2023-03-06,San Diego,Ube Ice Cream,Frozen Goods,4,7.75,0.0,31.0,0
2023-09-07,Las Vegas,SkyFlakes,Snacks,3,14.95,0.75,44.85,0
2023-02-13,Cerritos,Rice,Dry Goods,3,10.65,1.07,31.95,0
2023-10-03,San Diego,Vinegar,Condiments,2,9.73,0.0,19.46,0
2023-04-02,San Diego,Banana Ketchup,Condiments,5,4.41,0.0,22.05,0
2023-05-12,Cerritos,Chippy,Snacks,4,13.54,0.0,54.16,0
2023-01-20,Cerritos,Bagoong,Condiments,4,7.9,0.79,31.6,0
2023-06-09,Las Vegas,SkyFlakes,Snacks,0,5.25,0.0,0.0,0
2023-02-24,San Diego,Dried Fish,Dry Goods,2,10.29,0.0,20.58,0
2023-07-11,Cerritos,Boy Bawang,Snacks,3,6.8,0.0,20.4,0
2023-01-29,Cerritos,Polvoron,Snacks,5,4.38,0.0,21.9,0
2023-09-21,San Diego,Tocino,Frozen Goods,3,3.09,0.0,9.27,0
2023-09-11,Cerritos,Bagoong,Condiments,2,11.14,0.0,22.28,0
2023-01-15,Las Vegas,Bagoong,Condiments,4,3.83,0.19,15.32,0
2023-10-15,Cerritos,Chippy,Snacks,1,13.01,0.0,13.01,0
2023-08-03,Las Vegas,Banana Ketchup,Condiments,2,11.72,0.0,23.44,0
2023-05-15,Cerritos,Pandesal,Dry Goods,3,13.78,0.0,41.34,0
2023-05-17,San Diego,Longganisa,Frozen Goods,5,9.96,0.0,49.8,0
2023-03-08,San Diego,Pandesal,Dry Goods,2,10.67,0.53,21.34,0
2023-07-20,Cerritos,Instant Noodles,Dry Goods,3,10.75,0.0,32.25,0
2023-03-21,Cerritos,Soy Sauce,Condiments,2,3.92,0.0,7.84,0
2023-12-21,Las Vegas,Ube Ice Cream,Frozen Goods,5,9.08,0.0,45.4,0
2023-11-23,San Diego,Instant Noodles,Dry Goods,3,5.32,0.0,15.96,0
2023-10-15,Cerritos,Dried Fish,Dry Goods,4,14.06,1.41,56.24,0
2023-04-16,San Diego,Instant Noodles,Dry Goods,4,2.09,0.0,8.36,0
2023-11-21,Las Vegas,Banana Ketchup,Condiments,5,1.99,0.0,9.95,0
2023-10-07,Cerritos,Soy Sauce,Condiments,1,12.65,0.0,12.65,0
2023-01-26,Cerritos,Vinegar,Condiments,1,3.49,0.17,3.49,0
2023-07-16,San Diego,Rice,Dry Goods,3,10.13,0.0,30.39,0
2023-11-02,San Diego,Instant Noodles,Dry Goods,3,1.78,0.0,5.34,0
2023-05-23,Las Vegas,Chippy,Snacks,1,7.42,0.0,7.42,0
2023-06-17,Cerritos,Tocino,Frozen Goods,5,4.81,0.0,24.05,0
2023-12-13,San Diego,Longganisa,Frozen Goods,3,1.64,0.0,4.92,0
2023-06-12,Las Vegas,Banana Ketchup,Condiments,2,5.42,0.0,10.84,0
2023-01-29,Las Vegas,Longganisa,Frozen Goods,5,4.12,0.21,20.6,0
2023-10-22,San Diego,Dried Fish,Dry Goods,1,9.99,0.0,9.99,0
2023-09-29,Cerritos,Frozen Lumpia,Frozen Goods,2,12.16,1.82,24.32,0
2023-03-16,San Diego,Vinegar,Condiments,2,13.15,0.0,26.3,0
2023-02-27,Cerritos,Vinegar,Condiments,3,1.66,0.0,4.98,0
2023-01-12,Las Vegas,Boy Bawang,Snacks,6,13.07,0.0,78.42,0
2023-11-25,Cerritos,Chippy,Snacks,3,8.5,1.27,25.5,0
2023-09-22,Cerritos,Pandesal,Dry Goods,4,2.65,0.26,10.6,0
2023-01-30,Cerritos,Tocino,Frozen Goods,4,9.48,0.0,37.92,0
2023-07-28,Cerritos,Frozen Lumpia,Frozen Goods,4,12.54,0.0,50.16,0
2023-05-24,San Diego,Rice,Dry Goods,1,14.27,0.0,14.27,0
2023-12-14,San Diego,Boy Bawang,Snacks,4,2.59,0.0,10.36,0
2023-05-26,Las Vegas,SkyFlakes,Snacks,4,14.96,0.75,59.84,0
2023-04-02,Cerritos,Chippy,Snacks,3,4.22,0.42,12.66,0
2023-06-29,San Diego,Soy Sauce,Condiments,1,13.08,1.31,13.08,0
2023-03-02,Las Vegas,Longganisa,Frozen Goods,6,3.19,0.16,19.14,0
2023-03-24,Las Vegas,Soy Sauce,Condiments,3,10.17,0.0,30.51,0
2023-08-25,Las Vegas,SkyFlakes,Snacks,3,12.66,0.0,37.98,0
2023-03-22,San Diego,Rice,Dry Goods,3,11.94,0.0,35.82,0
2023-07-09,San Diego,Boy Bawang,Snacks,5,5.0,0.0,25.0,0
2023-12-31,San Diego,Banana Ketchup,Condiments,4,6.01,0.6,24.04,0
2023-12-13,Cerritos,Polvoron,Snacks,1,8.72,1.31,8.72,1
2023-05-05,Cerritos,Chippy,Snacks,2,13.23,0.0,26.46,0
2023-03-22,Las Vegas,Frozen Lumpia,Frozen Goods,3,5.9,0.0,17.7,0
2023-12-31,San Diego,Dried Fish,Dry Goods,5,14.77,0.0,73.85,0
2023-07-20,San Diego,Rice,Dry Goods,4,1.04,0.0,4.16,0
2023-03-16,Las Vegas,Soy Sauce,Condiments,4,9.14,0.91,36.56,0
2023-11-23,San Diego,Banana Ketchup,Condiments,3,6.06,0.0,18.18,0
2023-04-18,Cerritos,Banana Ketchup,Condiments,3,5.8,0.0,17.4,0
2023-04-20,Cerritos,Vinegar,Condiments,1,7.11,0.0,7.11,0
2023-10-21,Cerritos,Instant Noodles,Dry Goods,6,6.97,0.7,41.82,0
2023-09-05,Las Vegas,Tocino,Frozen Goods,3,9.51,0.0,28.53,0
2023-04-05,San Diego,SkyFlakes,Snacks,4,6.68,0.67,26.72,0
2023-11-03,Cerritos,Frozen Lumpia,Frozen Goods,4,1.97,0.0,7.88,0
2023-04-25,Las Vegas,Bagoong,Condiments,5,12.67,0.0,63.35,0
2023-10-15,Cerritos,Boy Bawang,Snacks,2,10.39,0.0,20.78,0
2023-02-08,Las Vegas,Pandesal,Dry Goods,1,8.12,0.81,8.12,0
2023-06-09,Cerritos,Chippy,Snacks,5,8.61,0.0,43.05,0
2023-06-16,Las Vegas,Bagoong,Condiments,2,1.89,0.28,3.78,0
2023-02-24,Las Vegas,Soy Sauce,Condiments,3,6.38,0.0,19.14,0
2023-02-18,Las Vegas,Bagoong,Condiments,1,12.29,0.0,12.29,0
2023-04-20,San Diego,Longganisa,Frozen Goods,3,13.01,0.0,39.03,0
2023-03-16,Las Vegas,Pandesal,Dry Goods,4,14.62,0.0,58.48,0
2023-11-14,Cerritos,Vinegar,Condiments,4,9.44,0.0,37.76,0
2023-10-07,San Diego,Vinegar,Condiments,1,7.8,0.0,7.8,0
2023-02-24,Las Vegas,Longganisa,Frozen Goods,2,4.51,0.0,9.02,0
2023-02-21,Cerritos,Banana Ketchup,Condiments,5,14.57,0.0,72.85,0
2023-08-03,San Diego,Longganisa,Frozen Goods,4,14.68,2.2,58.72,0
2023-07-03,Las Vegas,Dried Fish,Dry Goods,3,3.88,0.0,11.64,0
2023-09-02,Cerritos,Polvoron,Snacks,1,1.25,0.06,1.25,0
2023-06-07,Las Vegas,Instant Noodles,Dry Goods,2,9.26,0.46,18.52,0
2023-08-06,Cerritos,Pandesal,Dry Goods,0,13.69,1.37,0.0,0
2023-02-14,Cerritos,Soy Sauce,Condiments,1,8.87,0.0,8.87,0
2023-03-14,San Diego,Frozen Lumpia,Frozen Goods,2,2.86,0.0,5.72,0
2023-09-24,Las Vegas,Soy Sauce,Condiments,5,6.07,0.0,30.35,0
2023-08-23,Las Vegas,Chippy,Snacks,1,9.35,0.94,9.35,0
2023-12-25,San Diego,Chippy,Snacks,5,5.71,0.0,28.55,0
2023-01-22,Cerritos,Bagoong,Condiments,5,13.05,0.0,65.25,0
2023-04-12,San Diego,Instant Noodles,Dry Goods,1,6.66,0.0,6.66,0
2023-09-08,San Diego,Soy Sauce,Condiments,6,1.23,0.0,7.38,0
2023-12-11,Cerritos,Instant Noodles,Dry Goods,5,2.68,0.0,13.4,0
2023-08-26,Cerritos,Boy Bawang,Snacks,5,6.45,0.0,32.25,0
2023-07-05,Cerritos,Longganisa,Frozen Goods,7,6.48,0.97,45.36,0
2023-02-12,Cerritos,Vinegar,Condiments,2,5.91,0.0,11.82,0
2023-01-02,San Diego,Bagoong,Condiments,2,5.18,0.0,10.36,0
2023-01-29,Las Vegas,Banana Ketchup,Condiments,3,11.08,1.11,33.24,0
2023-12-21,San Diego,Rice,Dry Goods,2,11.28,0.0,22.56,0
2023-09-26,Cerritos,Instant Noodles,Dry Goods,6,2.09,0.0,12.54,0
2023-07-26,Cerritos,Rice,Dry Goods,2,6.14,0.0,12.28,0
2023-09-05,Las Vegas,SkyFlakes,Snacks,0,4.82,0.0,0.0,0
2023-12-14,Cerritos,Dried Fish,Dry Goods,3,5.43,0.54,16.29,0
2023-07-14,Cerritos,Soy Sauce,Condiments,6,10.29,1.54,61.74,0
2023-06-15,Cerritos,SkyFlakes,Snacks,7,8.43,0.84,59.01,0
2023-11-19,Las Vegas,Rice,Dry Goods,3,11.41,0.0,34.23,0
2023-06-04,San Diego,Rice,Dry Goods,5,1.54,0.15,7.7,0
2023-11-14,Las Vegas,Soy Sauce,Condiments,5,7.29,0.0,36.45,0
2023-06-03,Las Vegas,Pandesal,Dry Goods,1,4.65,0.0,4.65,0
2023-11-28,Cerritos,Dried Fish,Dry Goods,6,6.65,0.0,39.9,0
2023-03-30,San Diego,Frozen Lumpia,Frozen Goods,4,9.08,0.91,36.32,0
2023-04-21,Cerritos,Pandesal,Dry Goods,2,7.58,0.38,15.16,0
2023-11-21,San Diego,Polvoron,Snacks,4,3.03,0.0,12.12,0
2023-07-30,Cerritos,Boy Bawang,Snacks,3,7.35,0.37,22.05,0
2023-10-28,San Diego,Chippy,Snacks,2,11.56,0.0,23.12,0
2023-04-23,Las Vegas,Boy Bawang,Snacks,4,11.95,0.0,47.8,0
2023-02-24,Las Vegas,Bagoong,Condiments,6,13.47,0.0,80.82,0
2023-05-08,Las Vegas,Ube Ice Cream,Frozen Goods,4,12.41,0.0,49.64,0
2023-08-17,Cerritos,Bagoong,Condiments,0,6.12,0.0,0.0,0
